x,y,z,a
0.11900253295898439,-0.02155517578125,-10.333461456298828,10.334169144022518
0.02005828857421875,-0.05837860107421875,-9.925859069824218,9.926051010850973
-0.08711883544921875,-0.0868194580078125,-9.459728393554688,9.460527923409114
0.09520202636718751,-0.0031434631347656253,-10.12943572998047,10.12988358842242
-0.006735992431640626,-0.058677978515625,-9.771080932617188,9.771259441367418
-0.017513580322265625,-0.0820294189453125,-9.752818908691406,9.753179595229284
0.036074981689453126,-0.06122268676757813,-9.960736541748048,9.96099001484259
-0.025297393798828127,-0.08173004150390625,-9.747280426025391,9.747655895721543
0.011675720214843751,-0.06122268676757813,-9.871671752929688,9.871868502842178
0.00748443603515625,-0.04685256958007813,-9.837093658447266,9.837208080808418
0.00508941650390625,-0.05179229736328125,-9.811047821044923,9.811185845302129
0.015118560791015626,-0.06436614990234375,-9.877060546875,9.87728184364344
0.00269439697265625,-0.07649093627929687,-9.826166381835938,9.826464465240319
-0.0056881713867187505,-0.0688568115234375,-9.846673736572265,9.846916130966534
0.00029937744140625,-0.05044509887695313,-9.84682342529297,9.846952643662197
0.003592529296875,-0.054187316894531254,-9.827812957763673,9.827962998727992
0.021106109619140626,-0.06316864013671876,-9.846224670410157,9.846449918887192
0.014220428466796876,-0.0652642822265625,-9.830507354736328,9.83073428074655
0.0059875488281250005,-0.067060546875,-9.843679962158204,9.843910207081487
-0.011975097656250001,-0.06481521606445313,-9.846673736572265,9.846894337287232
0.00209564208984375,-0.0556842041015625,-9.831405487060547,9.831563404327229
0.008831634521484376,-0.06496490478515625,-9.8435302734375,9.843748609178446
0.008382568359375,-0.061072998046875,-9.836345214843751,9.836538383197734
0.006735992431640626,-0.060174865722656255,-9.843380584716797,9.843566819178827
0.0053887939453125,-0.0628692626953125,-9.834548950195312,9.834751376475145
0.00029937744140625,-0.061072998046875,-9.83963836669922,9.839827904396325
0.0032931518554687503,-0.05598358154296875,-9.839788055419922,9.839947864792581
0.001945953369140625,-0.053887939453125006,-9.837393035888672,9.837540822751587
0.008831634521484376,-0.06840774536132813,-9.840835876464844,9.841077601813296
0.00209564208984375,-0.07110214233398438,-9.836195526123047,9.836452731268691
0.0061372375488281256,-0.06256988525390625,-9.840686187744142,9.840887018042823
0.00029937744140625,-0.06122268676757813,-9.842781829833985,9.84297223691665
0.00089813232421875,-0.05433700561523438,-9.837842102050782,9.837992200734043
0.013022918701171875,-0.06511459350585938,-9.835447082519531,9.835671243984361
0.00389190673828125,-0.06900650024414062,-9.840835876464844,9.84107858883017
0.000149688720703125,-0.05703140258789063,-9.832004241943359,9.832169649516839
0.0059875488281250005,-0.053887939453125006,-9.844727783203126,9.844877088421724
0.000149688720703125,-0.05194198608398438,-9.83724334716797,9.837380477735197
0.003742218017578125,-0.053738250732421874,-9.835896148681641,9.836043658475587
0.010927276611328125,-0.06780899047851563,-9.831854553222657,9.832094457453556
-0.000449066162109375,-0.06945556640625,-9.837093658447266,9.837338863860928
0.004640350341796875,-0.05718109130859375,-9.838889923095703,9.839057176825873
-0.00089813232421875,-0.055085449218750006,-9.849368133544923,9.84952221396792
0.004640350341796875,-0.06601272583007813,-9.837393035888672,9.837615613316764
0.0034428405761718754,-0.04805007934570313,-9.838889923095703,9.839007855575202
0.0089813232421875,-0.06825805664062501,-9.83110610961914,9.831347169389062
0.001197509765625,-0.06900650024414062,-9.844278717041016,9.844520648050484
